번호,사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,상세코드,위도,경도,COL1,COL2
69,히어리 캠핑장,강원도 영월군 김삿갓면 와석리 744번지,강원도 영월군 김삿갓면 김삿갓로 587-6,26246,lake,caravan,pet,4,420,37.1048241,128.6026791,,
70,삿갓펜션 캠핑장,강원도 영월군 김삿갓면 와석리 878번지,강원도 영월군 김삿갓면 김삿갓로 362,26246,mountain,camping,family,4,420,37.0909622,128.6035289,,
71,동해글램핑장,강원도 동해시 추암동 32,강원도 동해시 쉬눔길 80-1 (추암동),25790,sea,easycamping,kids,4,405,37.4720154,129.1535955,,
72,금관숲캠핑장,충청북도 청주시 상당구 미원면 금관리 336-4번지,충청북도 청주시 상당구 미원면 운암계원로 628,28201,lake,caravan,pet,8,809,36.6203129,127.7254761,,
73,칠성캠핑장,충청북도 괴산군 칠성면 사평리 10-1번지 야영장,충청북도 괴산군 칠성면 중부로 5611-21,28019,river,glamping,couple,8,801,36.7843851,127.8781532,,
74,북극곰,강원도 평창군 봉평면 흥정리 312-2번지,강원도 평창군 봉평면 흥정계곡길 313-3,25300,sea,easycamping,kids,4,413,37.6376283,128.3387439,,
75,자연과함께,강원도 영월군 무릉도원면 법흥리 61-7번지,강원도 영월군 무릉도원면 무릉법흥로 968-31,26201,lake,caravan,pet,4,420,37.3346139,128.2867708,,
76,하늘정원 캠핑장,인천광역시 강화군 길상면 동검리 17-14번지,인천광역시 강화군 길상면 동검길 21-1,23053,mountain,camping,family,2,201,37.5957327,126.5184629,,
77,맑은물소리캠핑장,경기도 가평군 설악면 천안리 727-6번지,경기도 가평군 설악면 가마소길 17-270,12469,sea,easycamping,kids,3,301,37.6348169,127.4728843,,
78,화원684글램핑,전라남도 해남군 화원면 매월리 684-7,전라남도 해남군 화원면 매봉길 528-8,59000,mountain,camping,family,11,1119,34.7595605,126.291787,,
79,캠프 B.T.S,강원도 삼척시 근덕면 덕산리 119-1 캠프장관리소,강원도 삼척시 근덕면 덕산해변길 82,25934,river,glamping,couple,4,406,37.3786803,129.2434984,,
80,이천농업테마공원 국민여가캠핑장,경기도 이천시 모가면 어농리 871-3,경기도 이천시 모가면 공원로 48,17406,sea,easycamping,kids,3,319,37.1839635,127.4316313,,
81,칠포그린로즈야영장,경상북도 포항시 북구 흥해읍 금장리 30-1,경상북도 포항시 북구 흥해읍 암각화길 31,37530,lake,caravan,pet,16,1621,36.1353877,129.3848033,,
82,아지트글램핑농원,경기도 포천시 화현면 화현리 533-3번지,경기도 포천시 화현면 화동로477번길 1,11123,mountain,camping,family,3,302,37.9087645,127.3072786,,
83,케이엘리조트,경기도 가평군 설악면 회곡리 305-4,경기도 가평군 설악면 유명로 2204,12459,river,glamping,couple,3,301,37.7014684,127.4548715,,
84,그림책동화마을 품 캠핑장,경기도 동두천시 탑동동 666,경기도 동두천시 삼육사로 1366 (탑동동),11360,mountain,camping,family,3,317,37.8895568,127.0988559,,
85,철이네캠핑장,경기도 가평군 설악면 가일리 223번지,경기도 가평군 설악면 유명산길 79-18,12473,river,glamping,couple,3,301,37.5941915,127.4906451,,
86,소나무 풍경 펜션 야영장,경상남도 창녕군 계성면 사리 325,경상남도 창녕군 계성면 계성화왕산로 161,50338,lake,caravan,pet,17,1712,35.4903167,128.5264615,,
87,강화바다관광농원,인천광역시 강화군 화도면 장화리 1122번지 강화바다관광농원,인천광역시 강화군 화도면 해안남로 2355,23061,mountain,camping,family,2,201,37.6135069,126.3823826,,
88,토일관광농원,경기도 포천시 군내면 직두리 160-4번지,경기도 포천시 군내면 청군로 2857,11155,river,glamping,couple,3,302,37.8673823,127.2491014,,
89,다놀자캠핑장,경상북도 상주시 화서면 하송리 372,경상북도 상주시 화서면 문장로 425-5,37138,sea,easycamping,kids,16,1609,36.47128,127.9638884,,
90,블루문캠핑장,경기도 가평군 상면 행현리 621-8,경기도 가평군 상면 수목원로386번길 43,12448,mountain,camping,family,3,301,37.7467337,127.3501316,,
91,하솜캠프,경기도 포천시 일동면 화대리 94-2번지,경기도 포천시 일동면 무리울길 40,11118,sea,easycamping,kids,3,302,37.9569505,127.3366085,,
92,에버그린 캠핑장,충청남도 논산시 벌곡면 덕곡리 172-4번지,충청남도 논산시 벌곡면 수락로237번길 26-96,33028,lake,caravan,pet,7,704,36.1720014,127.2938013,,
93,방길낚시캠핑장,전라북도 임실군 신덕면 삼길리 166-6번지,전라북도 임실군 신덕면 삼길1길 155-77,55903,mountain,camping,family,9,910,35.6821424,127.1321021,,
94,웰컴투캠프,강원도 영월군 무릉도원면 법흥리 535-3번지,강원도 영월군 무릉도원면 무릉법흥로 1128-20,26201,river,glamping,couple,4,420,37.3583197,128.2779261,,
95,별천지야영장,경기도 가평군 북면 화악리 741-7번지,경기도 가평군 북면 화악산로 816,12402,sea,easycamping,kids,3,301,37.9327613,127.5470684,,
96,선인장,전라남도 담양군 월산면 중월리 442번지,전라남도 담양군 월산면 담장로 548,57314,lake,caravan,pet,11,1107,35.349014,126.9222576,,
97,힐링캠프,울산광역시 울주군 상북면 덕현리 155-1,울산광역시 울주군 상북면 소야정길 10,44901,mountain,camping,family,14,1401,35.6164062,129.0536411,,
98,들소리 키즈 글램핑,전라남도 영암군 신북면 학동리 468번지 신북서초등학교,전라남도 영암군 신북면 들소리로 384-14,58400,river,glamping,couple,11,1114,34.9288277,126.6790086,,
99,불스글램핑 함평점,전라남도 함평군 함평읍 장년리 726,전라남도 함평군 함평읍 장년길 40,57136,sea,easycamping,kids,11,1118,35.0938256,126.4765173,,
100,서해캠핑장,인천광역시 중구 을왕동 810-308,인천광역시 중구 용유서로423번길 41 (을왕동),22383,lake,caravan,pet,2,203,37.4585324,126.3722299,,
101,노꼬담꼬,경상북도 경주시 산내면 감산리 668-4,경상북도 경주시 산내면 감존길 390-65,38185,mountain,camping,family,16,1602,35.8193702,129.0525286,,
102,호명산잣나무숲속캠핑장,경기도 가평군 청평면 상천리 산 392-1번지 상천지구농촌테마공원,경기도 가평군 청평면 상지로64번길 77,12449,river,glamping,couple,3,301,37.7703229,127.4560316,,
103,핀란드캠핑성,경기도 가평군 상면 봉수리 14,경기도 가평군 상면 물골길 102,12440,sea,easycamping,kids,3,301,37.8365633,127.3161182,,
104,잣향기푸른숲,경기도 가평군 상면 행현리 800,경기도 가평군 상면 축령로 183-53,12448,lake,caravan,pet,3,301,37.7741068,127.356023,,
105,솔향기 캠핑장,강원도 영월군 무릉도원면 법흥리 612-5,강원도 영월군 무릉도원면 무릉법흥로 787,26201,river,glamping,couple,4,420,37.3320319,128.2743941,,
106,펫힐링 달빛동물원 캠핑장,강원도 영월군 남면 연당리 647번지,강원도 영월군 남면 나뱅이길 61,26217,sea,easycamping,kids,4,420,37.1721783,128.4032055,,
107,문앤스타 캠핑장,경기도 양평군 용문면 중원리 399-2,경기도 양평군 용문면 중원산로 478,12512,lake,caravan,pet,3,304,37.542702,127.6173193,,
108,KEROAIN CAMP,강원도 영월군 무릉도원면 운학리 930-3번지,강원도 영월군 무릉도원면 학산길 26-9,26200,mountain,camping,family,4,420,37.3192583,128.1883956,,
109,소양호 뱃길나루터,강원도 양구군 양구읍 석현리 137-2,강원도 양구군 양구읍 소양호로 2522,24517,river,glamping,couple,4,407,38.0417987,127.9699164,,
110,십리포해수욕장 야영장,인천광역시 옹진군 영흥면 내리 724-195,인천광역시 옹진군 영흥면 영흥북로 388-1,23118,sea,easycamping,kids,2,202,37.2688539,126.4708583,,
111,소회산리멍우리협곡관광농원(캠핑장),경기도 포천시 영북면 소회산리 372번지,경기도 포천시 영북면 소회산길 399,11108,lake,caravan,pet,3,302,38.0923892,127.2337381,,
112,오지봉커뮤니센터 야영장,전라남도 곡성군 오산면 봉동리 945-152번지,전라남도 곡성군 오산면 오산로 663-17,57518,mountain,camping,family,11,1103,35.2407871,127.1158929,,
113,연지관광농원(연지곤지팜캠핑장),경기도 포천시 소흘읍 직동리 77-3,경기도 포천시 소흘읍 직동길 48,11186,river,glamping,couple,3,302,37.7668294,127.1690188,,
114,디데이펜션&캠핑,강원도 홍천군 서면 굴업리 271-11,강원도 홍천군 서면 안굴업길 39-13,25103,sea,easycamping,kids,4,414,37.6172699,127.675439,,
115,국립방태산자연휴양림,강원도 인제군 기린면 방동리 산 282-1번지 방태산자연휴양림,강원도 인제군 기린면 방태산길 241,24656,lake,caravan,pet,4,409,37.9294888,128.3890714,,
116,나드리야영장,강원도 인제군 북면 용대리 1036-4번지,강원도 인제군 북면 만해로 249,24606,mountain,camping,family,4,409,38.1889599,128.3620907,,
117,폭포가 있는 캠핑장,강원도 인제군 북면 용대리 366-2번지,강원도 인제군 북면 미시령로 1312,24605,river,glamping,couple,4,409,38.1889599,128.3620907,,
118,방태산솔마루오토캠핑장,강원도 인제군 기린면 방동리 260번지,강원도 인제군 기린면 방태산길 122-6,24656,sea,easycamping,kids,4,409,37.9126207,128.4151868,,
119,보광농촌체험휴양마을,강원도 강릉시 성산면 보광리 308번지,강원도 강릉시 성산면 보현길 5,25442,lake,caravan,pet,4,401,37.7373182,128.807125,,
120,여수자매로캠핑장,전라남도 여수시 화양면 이목리 39,전라남도 여수시 화양면 자매로 170,59653,river,glamping,couple,11,1112,34.6641323,127.5782888,,
121,강릉여행 GOOD캠핑,강원도 강릉시 사천면 방동리 112-5번지,강원도 강릉시 사천면 해안로 904-8,25440,sea,easycamping,kids,4,401,37.8317365,128.8763662,,
122,포레스트 캠핑장,경기도 포천시 화현면 명덕리 179-3번지,경기도 포천시 화현면 봉화로 269,11125,lake,caravan,pet,3,302,37.8734157,127.2783988,,
123,원's 캠핑장,인천광역시 강화군 삼산면 매음리 544-1,인천광역시 강화군 삼산면 삼산남로604번길 37,23007,mountain,camping,family,2,201,37.6646,126.3404091,,
124,집다리캠핑장,강원도 춘천시 사북면 지암리 127-4,강원도 춘천시 사북면 화악지암길 594,24200,river,glamping,couple,4,412,37.9789846,127.6226018,,
125,더스트림카라반 야영장,경상북도 영덕군 강구면 하저리 6-4번지,경상북도 영덕군 강구면 영덕대게로 579,36453,sea,easycamping,kids,16,1612,36.3935581,129.4146016,,
126,에스글램핑,충청남도 천안시 동남구 풍세면 풍서리 263,충청남도 천안시 동남구 풍세면 호정1길 28-17,31216,lake,caravan,pet,7,712,36.7170563,127.1293966,,
127,고사포야영장,전라북도 부안군 변산면 운산리 441-11,전라북도 부안군 변산면 변산해변로 765,56339,mountain,camping,family,9,906,35.6622738,126.5098696,,
128,타요캠핑장,강원도 삼척시 오분동 1-40,강원도 삼척시 삼척로 4246-29 (오분동),25930,river,glamping,couple,4,406,37.4313579,129.1901923,,
129,잔야캠핑,충청북도 괴산군 청천면 지촌리 84-4,충청북도 괴산군 청천면 도경로 638,28059,sea,easycamping,kids,8,801,36.7199773,127.8000568,,
130,영암 프리미엄 키즈글램핑,전라남도 영암군 시종면 신학리 709번지 시종신학초등학교,전라남도 영암군 시종면 신학1로 47,58428,lake,caravan,pet,11,1114,34.8240529,126.5780797,,
131,따봄,경기도 하남시 교산동 61,경기도 하남시 서하남로576번길 119 (교산동),13018,river,glamping,couple,3,325,37.518261,127.2071276,,
132,어썸캠핑장,인천광역시 강화군 화도면 내리 2530-6,인천광역시 강화군 화도면 마니산로 808-11,23060,sea,easycamping,kids,2,201,37.6346334,126.4085142,,
133,오솔길 오토 캠핑장,경상북도 경주시 산내면 내일리 756-2,경상북도 경주시 산내면 상목길 108-3,38185,lake,caravan,pet,16,1602,35.7420631,129.0751708,,
134,홍스랜드,제주특별자치도 제주시 애월읍 어음리 1412-1,제주특별자치도 제주시 애월읍 어음13길 25-45,63038,mountain,camping,family,18,1801,33.4024004,126.3478473,,
135,포유카라반파크,경상북도 포항시 남구 구룡포읍 구평리 504,경상북도 포항시 남구 구룡포읍 동해안로4176번길 12,37940,river,glamping,couple,16,1621,35.9410412,129.5311839,,
136,경산 갓바위캠핑장,경상북도 경산시 와촌면 대한리 553-3,경상북도 경산시 와촌면 갓바위로 596,38400,sea,easycamping,kids,16,1601,35.9857956,128.748239,,
137,나아정,경기도 가평군 상면 행현리 807-5,경기도 가평군 상면 축령로 183-102,12448,lake,caravan,pet,3,301,37.7726406,127.353022,,
138,유명산밸리 캠핑장,경기도 가평군 설악면 가일리 308-18,경기도 가평군 설악면 유명로 626,12473,mountain,camping,family,3,301,37.6021359,127.4935219,,
139,부항댐 생태휴양펜션,경상북도 김천시 부항면 지좌리 330,경상북도 김천시 부항면 부항댐길 777,39689,river,glamping,couple,16,1606,35.9728905,127.9810771,,
140,오하브글램핑,경기도 가평군 북면 제령리 533-1,경기도 가평군 북면 꽃넘이길 43,12405,sea,easycamping,kids,3,301,37.8959699,127.5268174,,
141,월성오토캠핑장,경상남도 거창군 북상면 월성리 50-16번지,경상남도 거창군 북상면 덕유월성로 1588-9,50100,mountain,camping,family,17,1702,35.7613927,127.739545,,
142,세계캠핑체험존,경기도 연천군 전곡읍 전곡리 705-2번지,경기도 연천군 전곡읍 선사로 123,11027,sea,easycamping,kids,3,310,38.0154359,127.0664167,,
143,청계산 골든밸리 가족캠핑장,경기도 성남시 수정구 금토동 112,경기도 성남시 수정구 달래내로221번길 17-5 (금토동),13450,lake,caravan,pet,3,326,37.4158558,127.0781591,,
144,마실캠핑장,경기도 파주시 적성면 자장리 105-4,경기도 파주시 적성면 국사로 271,10801,mountain,camping,family,3,309,37.9598106,126.8711907,,
145,대부도 아라뜰 캠핑장,경기도 안산시 단원구 대부남동 28-110,경기도 안산시 단원구 부흥로 232-21 (대부남동),15649,river,glamping,couple,3,308,37.2300463,126.5802849,,
146,루파니애견캠핑장,충청북도 괴산군 감물면 구월리 493번지,충청북도 괴산군 감물면 감물로 362-54,28005,sea,easycamping,kids,8,801,36.8591943,127.8780346,,
147,화기애애 단풍 캠핑장,강원도 평창군 봉평면 흥정리 383-7번지,강원도 평창군 봉평면 흥정계곡길 674-38,25300,lake,caravan,pet,4,413,37.6465092,128.3129109,,
148,행화촌자연테마파크,경상북도 칠곡군 지천면 백운리 172-3번지,경상북도 칠곡군 지천면 지천로 798-9,39863,mountain,camping,family,16,1620,36.0004967,128.4839056,,
149,이화야영장,경상북도 칠곡군 지천면 황학리 136번지,경상북도 칠곡군 지천면 황학4길 21,39863,river,glamping,couple,16,1620,36.0393561,128.4892591,,
150,열두달캠핑장,경기도 가평군 북면 목동리 542번지,경기도 가평군 북면 멱골로 202-101,12403,sea,easycamping,kids,3,301,37.9042982,127.5706055,,
151,아쿠아베이(주) 글램핑,경상북도 포항시 남구 송도동 253-5,경상북도 포항시 남구 운하로 207 (송도동),37730,lake,caravan,pet,16,1621,36.0486444,129.3744851,,
152,동강빌리지,강원도 영월군 영월읍 삼옥리 1621-5,강원도 영월군 영월읍 동강로 223,26223,mountain,camping,family,4,420,37.200451,128.5073317,,
153,산호야관광농원,경상북도 구미시 옥성면 대원리 447,경상북도 구미시 옥성면 선상서로 797,39102,river,glamping,couple,16,1604,36.2787156,128.2437142,,
154,윤제림오토캠핑장,전라남도 보성군 겸백면 수남리 산 1-1번지,전라남도 보성군 겸백면 주월산길 222,59412,sea,easycamping,kids,11,1109,34.8251296,127.206553,,
155,장성잔디로야영장,전라남도 장성군 삼서면 수양리 666-1,전라남도 장성군 삼서면 수양로 100-32,57256,lake,caravan,pet,11,1116,35.2421293,126.6632912,,
156,가야산 캠핑장,충청남도 예산군 덕산면 대치리 22-3,충청남도 예산군 덕산면 윤봉길로 489-8,32407,mountain,camping,family,7,711,36.6864935,126.6297495,,
157,휴랜드관광농원,경기도 포천시 이동면 도평리 509,경기도 포천시 이동면 금강로 6159-7,11110,river,glamping,couple,3,302,38.0757063,127.4032977,,
