번호,사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,상세코드,위도,경도,COL1,COL2
1630,핏들캠핑장,충청북도 영동군 상촌면 물한리 327번지,충청북도 영동군 상촌면 물한계곡로 980,29126,river,glamping,couple,8,804,36.08164,127.8823,,
1631,리앤파크,충청북도 영동군 황간면 용암리 642번지,충청북도 영동군 황간면 구룡로 321,29112,sea,easycamping,kids,8,804,36.25595,127.8601,,
1632,물한계곡 소나무펜션 캠핑장,충청북도 영동군 상촌면 물한리 1011-2번지,충청북도 영동군 상촌면 물한6길 8-1,29126,lake,caravan,pet,8,804,36.06215,127.875,,
1633,간월도 캠핑장,충청남도 서산시 부석면 21-20번지,충청남도 서산시 부석면 간월달발길 108-6,356892,river,glamping,couple,7,708,36.71485,126.3935,,
1634,놀터글램핑,경기도 동두천시 상봉암동 171번지,경기도 동두천시 신천로 274-57 (상봉암동),11301,sea,easycamping,kids,3,317,37.94151,127.0528,,
1635,산촌캠핑장,경기도 동두천시 탑동동 279-1번지 외 2필지,경기도 동두천시 탑신로237번길 111 (탑동동),11322,lake,caravan,pet,3,317,37.90016,127.121,,
1636,형원레져(인디테마)캠핑장,전라남도 강진군 도암면 신기리 145,전라남도 강진군 도암면 월곶로 426,59251,mountain,camping,family,11,1101,34.52711,126.7666,,
1637,가우도카라반펜션,전라남도 강진군 대구면 저두리 364,전라남도 강진군 대구면 저두바닷길 3,59263,river,glamping,couple,11,1101,34.52766,126.7917,,
1638,주작산별소리캠핑장,전라남도 강진군 신전면 수양리 837-3,전라남도 강진군 신전면 삼인길 102-79,59252,lake,caravan,pet,11,1101,34.51506,126.7038,,
1639,몽돌바다캠핑장,전라남도 신안군 암태면 신석리 413-1번지,전라남도 신안군 암태면 진작지길 139-63,58833,mountain,camping,family,11,1111,34.87396,126.1385,,
1640,아름다운 글램핑장,전라남도 신안군 압해읍 복룡리 147번지,전라남도 신안군 압해읍 복룡로 669-12,58820,lake,caravan,pet,11,1111,34.90797,126.3375,,
1641,하늘바다오토캠핑장,전라남도 신안군 안좌면 존포리 산 68-2,전라남도 신안군 안좌면 존포길 234-63,58841,mountain,camping,family,11,1111,34.69162,126.1465,,
1642,흑석산 자연휴양림,전라남도 해남군 계곡면 가학리 산 1,전라남도 해남군 계곡면 산골길 306,59017,river,glamping,couple,11,1119,34.67154,126.6161,,
1643,노르딕 민박,충청북도 충주시 중앙탑면 탑평리 518-12,충청북도 충주시 중앙탑면 반천안길 55,27447,sea,easycamping,kids,8,810,37.03802,127.8561,,
1644,주천강자연휴양림,강원도 횡성군 둔내면 영랑리 119번지,강원도 횡성군 둔내면 강변로영랑6길 115,25267,lake,caravan,pet,4,416,37.45961,128.2019,,
1645,포시즌파크,강원도 횡성군 강림면 월현리 1704-4번지,강원도 횡성군 강림면 주천강로월현3길 157-78,25272,mountain,camping,family,4,416,37.33693,128.1572,,
1646,횡성군 병지방 오토캠핑장,강원도 횡성군 갑천면 병지방리 540-4번지,강원도 횡성군 갑천면 어답산로 516,25251,river,glamping,couple,4,416,37.59367,128.0574,,
1647,둔내캠프,강원도 횡성군 둔내면 삽교리 1544-6번지,강원도 횡성군 둔내면 용현로 429,25261,sea,easycamping,kids,4,416,37.56073,128.2532,,
1648,솔밭체육공원 오토캠핑장,강원도 횡성군 공근면 도곡리 106-2번지,강원도 횡성군 공근면 도곡로14번길 59-1,25208,lake,caravan,pet,4,416,37.56159,127.955,,
1649,고라데이마을,강원도 횡성군 청일면 봉명리 61-2번지,강원도 횡성군 청일면 봉명로 375-1,25253,mountain,camping,family,4,416,37.64859,128.1395,,
1650,힐링스토리,강원도 횡성군 서원면 금대리 산 127-3,강원도 횡성군 서원면 금대1길 24-68,25200,river,glamping,couple,4,416,37.51413,127.9062,,
1651,신대리야영장,강원도 횡성군 청일면 신대리 320번지,강원도 횡성군 청일면 청일로737번길 10,25255,sea,easycamping,kids,4,416,37.59206,128.2188,,
1652,클럽프리모,강원도 횡성군 서원면 석화리 851,강원도 횡성군 서원면 양서북로 1010,25202,lake,caravan,pet,4,416,37.49017,127.7853,,
1653,써니힐글램핑,강원도 횡성군 우천면 하궁리 843-1,강원도 횡성군 우천면 경강로 3487-22,25245,mountain,camping,family,4,416,37.50878,128.1234,,
1654,당평오토캠핑장,강원도 횡성군 갑천면 추동리 70-14번지,강원도 횡성군 갑천면 외갑천로 301 (당평초등학교),25252,river,glamping,couple,4,416,37.56653,128.0401,,
1655,아름채,강원도 횡성군 청일면 신대리 122,강원도 횡성군 청일면 청일로 1030,25255,sea,easycamping,kids,4,416,37.5898,128.2333,,
1656,청일관광농원,강원도 횡성군 청일면 속실리 518번지,강원도 횡성군 청일면 속실길 20 (청일관광농원),25253,lake,caravan,pet,4,416,37.64074,128.1596,,
1657,꿈꾸는 캠핑장,전라남도 곡성군 고달면 고달리 856번지,전라남도 곡성군 고달면 고산로 325,57546,mountain,camping,family,11,1103,35.28603,127.3564,,
1658,좋은세상리조트,전라남도 곡성군 죽곡면 용정리 219번지,전라남도 곡성군 죽곡면 대황강로 1397-45,57550,river,glamping,couple,11,1103,35.18354,127.3571,,
1659,섬진강문화학교캠핑장,전라남도 곡성군 죽곡면 동계리 269번지,전라남도 곡성군 죽곡면 태안로 793,57562,sea,easycamping,kids,11,1103,35.14835,127.3603,,
1660,자연애 품 캠핑장,전라남도 곡성군 옥과면 주산리 608-2번지,전라남도 곡성군 옥과면 배감길 16-19,57506,lake,caravan,pet,11,1103,35.30409,127.1427,,
1661,곡성 키즈글램핑,전라남도 곡성군 죽곡면 태평리 120,전라남도 곡성군 죽곡면 오죽로 132,57549,mountain,camping,family,11,1103,35.16031,127.3145,,
1662,당진해양캠핑공원,충청남도 당진시 신평면 운정리 227-5번지,충청남도 당진시 신평면 산정길 112,31744,river,glamping,couple,7,705,36.89562,126.8186,,
1663,초락나루펜션&글램핑,충청남도 당진시 석문면 초락도리 31-4,충청남도 당진시 석문면 감목길 154,31707,lake,caravan,pet,7,705,36.99558,126.5271,,
1664,사과랑관광농원,충청남도 당진시 순성면 본리 80-1,충청남도 당진시 순성면 가화로 136,31759,mountain,camping,family,7,705,36.83141,126.7434,,
1665,숲속에안뜰,경기도 용인시 처인구 원삼면 사암리 82-1번지,경기도 용인시 처인구 원삼면 원양로 250-23,17167,sea,easycamping,kids,3,307,37.1831,127.3083,,
1666,에이스카라반,경기도 용인시 처인구 이동읍 묵리 416-18,경기도 용인시 처인구 이동읍 이원로 547,17132,lake,caravan,pet,3,307,37.16508,127.2426,,
1667,예산느티나무캠핑장,충청남도 예산군 신양면 차동리 447,충청남도 예산군 신양면 차동송정길 2-71,32453,mountain,camping,family,7,711,36.59665,126.9098,,
1668,예산군 예당관광지 야영장,충청남도 예산군 응봉면 후사리 448번지,충청남도 예산군 응봉면 예당관광로 161 (예당관광지 관리사무소),32447,river,glamping,couple,7,711,36.63807,126.7994,,
1669,가루실 캠프,충청남도 예산군 덕산면 둔리 525-34번지,충청남도 예산군 덕산면 가루실길 229-23,32408,sea,easycamping,kids,7,711,36.65622,126.6436,,
1670,파인힐캠프,충청남도 예산군 덕산면 외라리 225-1번지,충청남도 예산군 덕산면 외라2길 60-24,32410,lake,caravan,pet,7,711,36.64369,126.6029,,
1671,피플앤독힐링캠핑장,충청남도 예산군 신양면 귀곡리 22,충청남도 예산군 신양면 귀곡동절길 28-1,32451,mountain,camping,family,7,711,36.64527,126.8723,,
1672,피플앤독느티캠핑장,충청남도 예산군 신양면 귀곡리 844번지,충청남도 예산군 신양면 불원귀곡길 108,32451,river,glamping,couple,7,711,36.62876,126.8696,,
1673,춘장대 나드리 캠핑장,충청남도 서천군 서면 도둔리 1275번지,충청남도 서천군 서면 춘장대길8번길 3,33603,sea,easycamping,kids,7,709,36.16298,126.5253,,
1674,파인트리글램핑,충청남도 서천군 서면 월호리 78-1번지,충청남도 서천군 서면 갯벌체험로 295-12,33602,lake,caravan,pet,7,709,36.14121,126.5729,,
1675,서천 금빛노을 서울캠핑장,충청남도 서천군 마서면 장선리 128-3번지,충청남도 서천군 마서면 옥도로498번길 43-10,33656,mountain,camping,family,7,709,36.04557,126.7189,,
1676,싸리목캠핑장,강원도 인제군 인제읍 하추리 216번지,강원도 인제군 인제읍 싸리목길 83,24642,sea,easycamping,kids,4,409,38.03414,128.2904,,
1677,솔방울 캠핑장,강원도 인제군 북면 용대리 1024,강원도 인제군 북면 만해로 307,252821,lake,caravan,pet,4,409,38.18896,128.3621,,
1678,백담설화캠핑장,강원도 인제군 북면 용대리 449,강원도 인제군 북면 황태길 76-6,24605,mountain,camping,family,4,409,38.18896,128.3621,,
1679,미시령계곡캠핑장,강원도 인제군 북면 용대리 4,강원도 인제군 북면 미시령옛길 30,24605,sea,easycamping,kids,4,409,38.18896,128.3621,,
1680,인제나르샤파크캠핑장,강원도 인제군 인제읍 남북리 815,강원도 인제군 인제읍 비봉로44번길 81,24624,lake,caravan,pet,4,409,38.06031,128.1679,,
1681,설하관광농원,강원도 인제군 북면 한계리 1488-1번지,강원도 인제군 북면 설악로 3251-33,24607,river,glamping,couple,4,409,38.12275,128.3023,,
1682,십이선녀탕통나무집 야영장,강원도 인제군 북면 용대리 1330-3번지,강원도 인제군 북면 십이선녀탕길 81,24606,sea,easycamping,kids,4,409,38.18896,128.3621,,
1683,미산분교캠핑장,강원도 인제군 상남면 미산리 376-6번지,강원도 인제군 상남면 내린천로 1622,24666,lake,caravan,pet,4,409,37.86195,128.3474,,
1684,천문대별빛정원,경상북도 영천시 화북면 정각리 19,경상북도 영천시 화북면 정각길 150,38812,mountain,camping,family,16,1615,36.1506,128.9965,,
1685,별밤글램핑,경상북도 영천시 임고면 평천리 6-12,경상북도 영천시 임고면 포은로 814,38819,river,glamping,couple,16,1615,36.04535,128.9881,,
1686,두드림 캠핑장,경상북도 영천시 청통면 죽정리 526,경상북도 영천시 청통면 구정길 53-77,38869,sea,easycamping,kids,16,1615,35.97931,128.8265,,
1687,내장산국립공원 내장야영장,전라북도 정읍시 내장동 92-2,전라북도 정읍시 내장산로 800,56199,river,glamping,couple,9,912,35.49836,126.9181,,
1688,관리도캠핑장,전라북도 군산시 옥도면 관리도리 66번지,전라북도 군산시 옥도면 관리도길 60-19,54000,sea,easycamping,kids,9,902,35.81769,126.3688,,
1689,땅끝황토나라테마촌,전라남도 해남군 송지면 송호리 534번지,전라남도 해남군 송지면 땅끝해안로 1730,59065,lake,caravan,pet,11,1119,34.32138,126.5171,,
1690,땅끝바다낚시터,전라남도 해남군 송지면 송호리 1220-10,전라남도 해남군 송지면 갈산길 95,59065,mountain,camping,family,11,1119,34.30485,126.5167,,
1691,용봉산캠핑장,충청남도 홍성군 홍북읍 상하리 391,충청남도 홍성군 홍북읍 이응노로 227-15,32251,sea,easycamping,kids,7,714,36.63223,126.6449,,
1692,죽도 야영체험장,충청남도 홍성군 서부면 죽도리 18,충청남도 홍성군 서부면 죽도길 40,32207,lake,caravan,pet,7,714,36.51682,126.4421,,
1693,카라반에코빌리지,충청남도 홍성군 구항면 오봉리 131-6,충청남도 홍성군 구항면 구성북로 229,32213,mountain,camping,family,7,714,36.60534,126.6053,,
1694,초리 포레스트,경기도 파주시 법원읍 법원리 37-2,경기도 파주시 법원읍 초리골길 456-55,10826,river,glamping,couple,3,309,37.86471,126.9029,,
1695,포천 글램파크 캠핑장,경기도 포천시 이동면 연곡리 935,경기도 포천시 이동면 화동로 1925-47,11113,sea,easycamping,kids,3,302,38.01897,127.3644,,
1696,횡성 온새미로 캠핑장,강원도 횡성군 청일면 봉명리 163-2번지,강원도 횡성군 청일면 봉명로593번길 76-11,225853,lake,caravan,pet,4,416,37.67,128.1257,,
1697,횡성 동당미계곡 캠핑장,강원도 횡성군 서원면 압곡리 298-31번지,강원도 횡성군 서원면 압곡로 203,25201,mountain,camping,family,4,416,37.47403,127.8893,,
1698,마중펜션캠핑장,강원도 횡성군 청일면 유동리 317번지,강원도 횡성군 청일면 유동북길 190,25254,river,glamping,couple,4,416,37.59512,128.1721,,
1699,숲속의 정든집 야영장,강원도 횡성군 둔내면 삽교리 1547-6번지,강원도 횡성군 둔내면 용현로 422,25261,sea,easycamping,kids,4,416,37.53489,128.2564,,
1700,나우캠핑장관광농원,강원도 횡성군 공근면 수백리 481-1,강원도 횡성군 공근면 공근북로 122-100,25207,lake,caravan,pet,4,416,37.55221,128.012,,
1701,선바위자연캠핑장,강원도 횡성군 갑천면 병지방리 361-15번지,강원도 횡성군 갑천면 병지방길 2,25251,mountain,camping,family,4,416,37.60146,128.0855,,
1702,둔내초덕성분교 야영장,강원도 횡성군 둔내면 화동리 473번지 덕성분교,강원도 횡성군 둔내면 경강로 5353,25260,river,glamping,couple,4,416,37.56703,128.2261,,
1703,남원자연휴양림,전라북도 남원시 갈치동 산 47번지,전라북도 남원시 보산로 228 (갈치동),55725,sea,easycamping,kids,9,904,35.46246,127.4215,,
1704,뱀사골야영장,전라북도 남원시 산내면 부운리 256번지,전라북도 남원시 산내면 와운길 29,55805,mountain,camping,family,9,904,35.36999,127.5798,,
1705,지리산 산내들 야영장,전라북도 남원시 산내면 백일리 121번지,전라북도 남원시 산내면 천왕봉로 892,55804,river,glamping,couple,9,904,35.41203,127.6442,,
1706,구봉산오토캠핑장 나인힐스,경기도 용인시 처인구 원삼면 목신리 83-61,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,17170,sea,easycamping,kids,3,307,37.11771,127.3132,,
1707,캐리비안캠프,경기도 용인시 처인구 포곡읍 전대리 457-3,경기도 용인시 처인구 포곡읍 마성로 356,17023,lake,caravan,pet,3,307,37.28432,127.2078,,
1708,용인힐링캠핑장,경기도 용인시 처인구 원삼면 목신리 169-1,경기도 용인시 처인구 원삼면 보개원삼로 1361,17170,mountain,camping,family,3,307,37.11874,127.3079,,
1709,용인랜드 숲속캠핑장,경기도 용인시 처인구 양지면 대대리 292,경기도 용인시 처인구 양지면 한터로454번길 33-17,17039,river,glamping,couple,3,307,37.25903,127.2579,,
1710,용인반딧불캠핑장,경기도 용인시 처인구 원삼면 목신리 866-1,경기도 용인시 처인구 원삼면 보개원삼로1517번길 153,17170,sea,easycamping,kids,3,307,37.13102,127.2957,,
1711,봉봉캠핑장,경기도 용인시 처인구 이동읍 서리 562,경기도 용인시 처인구 이동읍 백자로184번길 17,17126,lake,caravan,pet,3,307,37.20726,127.1694,,
1712,다누리골테마파크,경기도 용인시 처인구 이동읍 묘봉리 77-4번지,경기도 용인시 처인구 이동읍 묘봉로277번길 41,17138,mountain,camping,family,3,307,37.12932,127.2435,,
1713,골드펫리조트,경기도 용인시 기흥구 고매동 5-73,경기도 용인시 기흥구 기흥단지로 406 (고매동),17087,river,glamping,couple,3,307,37.22011,127.1382,,
1714,별아래캠핑장,경기도 용인시 처인구 양지면 대대리 649,경기도 용인시 처인구 양지면 한터로662번길 34-34,17155,sea,easycamping,kids,3,307,37.25609,127.2759,,
1715,힐링파크,경상남도 하동군 청암면 상이리 산 188-2번지,경상남도 하동군 청암면 청학로 1235-19,52310,mountain,camping,family,17,1715,35.18041,127.7731,,
1716,흙집섬진강풍경,경상남도 하동군 화개면 덕은리 912-2,경상남도 하동군 화개면 영당2길 29-5,52304,river,glamping,couple,17,1715,35.1848,127.6307,,
1717,지리산 카라반 캠핑장,경상남도 하동군 화개면 범왕리 102-1,경상남도 하동군 화개면 화개로 946-8,52301,sea,easycamping,kids,17,1715,35.26282,127.6368,,
1718,도둑골 야영장,경상남도 하동군 옥종면 월횡리 326-1번지,경상남도 하동군 옥종면 호계천로 210,52312,lake,caravan,pet,17,1715,35.19632,127.8594,,
1719,조개섬 야영장,경상남도 하동군 고전면 전도리 671-5번지,경상남도 하동군 고전면 월진길 115-77,52340,mountain,camping,family,17,1715,34.99137,127.7827,,
1720,지리산 하루해 야영장,경상남도 하동군 악양면 등촌리 259-1번지,경상남도 하동군 악양면 악양서로 669-24,52305,river,glamping,couple,17,1715,35.19016,127.7171,,
1721,사과향기캠핑장,경상남도 밀양시 산내면 남명리 2,경상남도 밀양시 산내면 얼음골옛길 347-12,50415,sea,easycamping,kids,17,1706,35.57901,128.9804,,
1722,밀양사계절야영장,경상남도 밀양시 단장면 법흥리 12번지,경상남도 밀양시 단장면 단장1길 28-9,50417,lake,caravan,pet,17,1706,35.48644,128.8473,,
1723,옥샘캠핑장,경상남도 밀양시 산내면 남명리 58-1,경상남도 밀양시 산내면 얼음골옛길 197-8,50415,mountain,camping,family,17,1706,35.57936,128.9698,,
1724,서당골캠핑장,경상남도 밀양시 무안면 화봉리 1528번지,경상남도 밀양시 무안면 삼화길 680-22,50406,sea,easycamping,kids,17,1706,35.51536,128.6015,,
1725,(주)가야랜드달빛야영장,경상남도 김해시 삼방동 826,경상남도 김해시 신어산길 67,50811,mountain,camping,family,17,1704,35.25927,128.9054,,
1726,(주)신어산 자연숲캠핑장,경상남도 김해시 상동면 묵방리 산 30-8,경상남도 김해시 상동면 장척로462번길 140,50805,river,glamping,couple,17,1704,35.28217,128.9228,,
1727,호두나무캠핑장,충청남도 천안시 동남구 광덕면 광덕리 688번지,충청남도 천안시 동남구 광덕면 해사동길 15 (광덕사관광농원가든),31220,sea,easycamping,kids,7,712,36.67471,127.0362,,
1728,천안OK캠핑,충청남도 천안시 동남구 북면 오곡리 322-1번지,충청남도 천안시 동남구 북면 오곡1길 4-30,31238,lake,caravan,pet,7,712,36.82052,127.2755,,
1729,다인야영장,충청남도 천안시 동남구 광덕면 광덕리 687,충청남도 천안시 동남구 광덕면 해사동길 27,31220,mountain,camping,family,7,712,36.6749,127.035,,
1730,숲들내캠핑장,충청남도 천안시 동남구 북면 납안리 86번지,충청남도 천안시 동남구 북면 위례성로 1113 (유태평양국악학교),31063,river,glamping,couple,7,712,36.85841,127.2686,,
1731,포레스트카라반(천안무지개캠핑장),충청남도 천안시 동남구 안서동 44-10번지,충청남도 천안시 동남구 문암로 224 (안서동),31065,sea,easycamping,kids,7,712,36.84766,127.195,,
1732,솔내음캠핑장,경기도 김포시 통진읍 옹정리 248-5,경기도 김포시 통진읍 절골로127번길 32-90,10029,lake,caravan,pet,3,316,37.68951,126.5811,,
1733,김포덕포진누리캠핑장 주식회사,경기도 김포시 대곶면 신안리 228-2,경기도 김포시 대곶면 덕포진로103번길 130-1 (덕포진누리마을),10041,mountain,camping,family,3,316,37.65119,126.537,,
1734,봉바위농원,경기도 김포시 하성면 가금리 396-6,경기도 김포시 하성면 평화공원로70번길 290-97,10004,river,glamping,couple,3,316,37.73712,126.598,,
1735,문수골 힐링캠핑장,경기도 김포시 월곶면 성동리 212-4번지,경기도 김포시 월곶면 문수산로 104-107,10000,sea,easycamping,kids,3,316,37.74049,126.5353,,
1736,김포캠핑파크 주식회사,경기도 김포시 월곶면 용강리 315-156,경기도 김포시 월곶면 용강로 325,10001,lake,caravan,pet,3,316,37.75142,126.5597,,
1737,태백고원자연휴양림 야영장,강원도 태백시 철암동 산 90-1번지,강원도 태백시 머리골길 153 (철암동),235200,mountain,camping,family,4,418,37.12348,129.066,,
1738,더캠프렌탈캠핑,경상북도 김천시 대항면 덕전리 95번지,경상북도 김천시 대항면 대룡로 339-44,39569,river,glamping,couple,16,1606,36.10249,128.0535,,
1739,쉼표,경상북도 김천시 아포읍 대성리 273-1,경상북도 김천시 아포읍 회성길 177-6,39677,sea,easycamping,kids,16,1606,36.13592,128.273,,
1740,Camp 1950 by 민들레울,경상북도 김천시 대덕면 문의리 240번지,경상북도 김천시 대덕면 남김천대로 160,39698,lake,caravan,pet,16,1606,35.87878,127.941,,
1741,산내들 패밀리 어드벤처파크,경상북도 김천시 지례면 도곡리 519번지,경상북도 김천시 지례면 부항로 109-38,39690,river,glamping,couple,16,1606,35.97678,128.0164,,
1742,와라캠핑장,강원도 인제군 상남면 미산리 718-5번지,강원도 인제군 상남면 내린천로 2181,24666,sea,easycamping,kids,4,409,37.86195,128.3474,,
1743,아침가리 계곡 캠핑장,강원도 인제군 기린면 진동리 649-1번지,강원도 인제군 기린면 조침령로 1156,24653,lake,caravan,pet,4,409,37.99021,128.4521,,
1744,하추자연휴양림 야영장,강원도 인제군 인제읍 하추리 산 64번지,강원도 인제군 인제읍 하추로 686 (인제군하추자연휴양림),24642,mountain,camping,family,4,409,38.0349,128.3199,,
1745,내린천 솔밭힐링 캠핑장,강원도 인제군 상남면 하남리 445번지,강원도 인제군 상남면 가산동길 25,24665,river,glamping,couple,4,409,37.91026,128.2908,,
1746,강변 야영장,강원도 인제군 북면 용대리 1034-1,강원도 인제군 북면 만해로 237,24606,sea,easycamping,kids,4,409,38.18896,128.3621,,
1747,왕산가족오토캠핑장,인천광역시 중구 을왕동 810-105 왕산가족오토캠핑장,인천광역시 중구 용유서로423번길 60,22383,lake,caravan,pet,2,203,37.4567,126.3568,,
1748,섬뜰아래,인천광역시 중구 무의동 276-2,인천광역시 중구 대무의로 229 (무의동),22387,mountain,camping,family,2,203,37.38518,126.4186,,
1749,락인뜰 캠핑장,인천광역시 중구 을왕동 470,인천광역시 중구 늘목로 38-1 (을왕동),22384,river,glamping,couple,2,203,37.45435,126.396,,
1750,연미향마을캠핑장,경기도 용인시 처인구 원삼면 독성리 23-3,경기도 용인시 처인구 원삼면 백원로 128-7,17170,sea,easycamping,kids,3,307,37.15615,127.3313,,
1751,보고,경기도 용인시 처인구 양지면 남곡리 38,경기도 용인시 처인구 양지면 남평로 112 (양지파인리조트),17164,lake,caravan,pet,3,307,37.21827,127.2982,,
1752,씨밀레자연관광농원,경기도 용인시 처인구 이동읍 묵리 382-4,경기도 용인시 처인구 이동읍 이원로601번길 1-7,17132,mountain,camping,family,3,307,37.16322,127.2489,,
1753,백산금빛캠프장(백산두례영농조합법인),경상남도 밀양시 하남읍 백산리 1257-4,경상남도 밀양시 하남읍 백산로 292-10 (백산초등학교),50461,river,glamping,couple,17,1706,35.37056,128.7458,,
1754,산여울캠핑장,경상남도 밀양시 산외면 희곡리 74번지,경상남도 밀양시 산외면 밀양대로 3478,50412,sea,easycamping,kids,17,1706,35.54278,128.8563,,
1755,얼음골애플오토캠핑장,경상남도 밀양시 산내면 남명리 480-1번지,경상남도 밀양시 산내면 얼음골옛길 92-37,50415,mountain,camping,family,17,1706,35.57804,128.9612,,
1756,물안개 오토캠핑장,경상남도 밀양시 단장면 고례리 1491번지,경상남도 밀양시 단장면 고례로 823-10,50418,sea,easycamping,kids,17,1706,35.49186,128.9265,,
1757,마이웨이 리조트 관광농원,경상남도 밀양시 산외면 엄광리 1198-1,경상남도 밀양시 산외면 엄광길 103-14,50411,lake,caravan,pet,17,1706,35.53671,128.8001,,
1758,국립신불산폭포자연휴양림,울산광역시 울주군 상북면 이천리 산 3-1,울산광역시 울주군 상북면 청수골길 175,44909,mountain,camping,family,14,1401,35.52602,129.0235,,
1759,불스 글램핑,울산광역시 울주군 두서면 미호리 827-1,울산광역시 울주군 두서면 아미산못길 26-50,44911,sea,easycamping,kids,14,1401,35.68439,129.1595,,
1760,울주해양레포츠센터 야영장,울산광역시 울주군 서생면 진하리 57-11,울산광역시 울주군 서생면 해맞이로 1560,45013,lake,caravan,pet,14,1401,35.37857,129.3441,,
1761,해오름야영장,울산광역시 울주군 서생면 나사리 96-11,울산광역시 울주군 서생면 해맞이로 1109-17,45015,mountain,camping,family,14,1401,35.35788,129.3454,,
1762,주노글램핑인광주,광주광역시 서구 치평동 886-3,광주광역시 서구 상무자유로 29-1 (치평동),61953,river,glamping,couple,10,1002,35.15347,126.8371,,
1763,파라다이스 스파도고 캠핑장,충청남도 아산시 선장면 신성리 260-2,충청남도 아산시 선장면 도고온천로 176-2,31546,sea,easycamping,kids,7,710,36.76664,126.8849,,
1764,연풍연가캠핑장,충청남도 아산시 송악면 종곡리 250-2번지,충청남도 아산시 송악면 종곡길96번길 90,31584,lake,caravan,pet,7,710,36.6694,127.0022,,
1765,반딧불자연캠핑장,충청북도 단양군 단성면 두항리 39번지,충청북도 단양군 단성면 두항1길 50,27025,mountain,camping,family,8,802,36.92285,128.2433,,
1766,국립황정산자연휴양림캠핑장,충청북도 단양군 대강면 황정리 산 74-1번지,충청북도 단양군 대강면 황정산로 239-11,27028,river,glamping,couple,8,802,36.8624,128.3482,,
1767,소백산국립공원 남천야영장,충청북도 단양군 영춘면 남천리 산 60-1,충청북도 단양군 영춘면 남천계곡로 378-0,27020,sea,easycamping,kids,8,802,37.04009,128.5133,,
1768,불루캠핑장,충청북도 단양군 가곡면 어의곡리 113-10번지,충청북도 단양군 가곡면 새밭로 797-3,27023,lake,caravan,pet,8,802,36.98942,128.4554,,
1769,백운산 자연휴양림 야영장,전라남도 광양시 옥룡면 추산리 산 114번지,전라남도 광양시 옥룡면 백계로 337,57702,mountain,camping,family,11,1104,35.0544,127.5911,,
1770,해담 구룡령야영장,강원도 양양군 서면 서림리 180-1번지,강원도 양양군 서면 구룡령로 2066,25039,river,glamping,couple,4,404,37.98343,128.5293,,
1771,코레일낙산연수원 야영장,강원도 양양군 강현면 정암리 952,강원도 양양군 강현면 동해대로 3457 (KORAIL연수원),25003,sea,easycamping,kids,4,404,38.14544,128.6101,,
1772,하늘빛계곡야영장,강원도 양양군 서면 가라피리 18번지,강원도 양양군 서면 설악로 1760,25033,lake,caravan,pet,4,404,38.07336,128.5349,,
1773,청광새들녘영농조합법인야영장,경상남도 고성군 개천면 청광리 521-4번지,경상남도 고성군 개천면 영회로 1296,52903,mountain,camping,family,17,1703,35.11486,128.3093,,
1774,폴라리스야영장,경상남도 고성군 동해면 내산리 102-4번지,경상남도 고성군 동해면 조선특구로 2126,52918,river,glamping,couple,17,1703,35.06353,128.4787,,
1775,라파엘 펜션 글램핑,경상남도 고성군 회화면 당항리 543번지,경상남도 고성군 회화면 당항만로 949,52915,sea,easycamping,kids,17,1703,35.04673,128.3826,,
1776,얼음골 야영장,경상남도 고성군 상리면 동산리 135-2,경상남도 고성군 상리면 삼상로 1411,52951,lake,caravan,pet,17,1703,34.98316,128.1778,,
1777,블루비치 관광농원,경상남도 고성군 삼산면 두포리 177,경상남도 고성군 삼산면 두포5길 113-109,52959,mountain,camping,family,17,1703,34.92457,128.2999,,
1778,고성 잔디 캠핑장,경상남도 고성군 하일면 용태리 479번지,경상남도 고성군 하일면 공룡로 1287,52955,river,glamping,couple,17,1703,34.9524,128.2145,,
1779,남원 백두대간 힐링캠핑장,전라북도 남원시 운봉읍 공안리 산 32-1번지,전라북도 남원시 운봉읍 행정공안길 299,55720,lake,caravan,pet,9,904,35.39814,127.546,,
1780,잉카마야박물관 캠핑장,경상북도 문경시 가은읍 전곡리 288-2,경상북도 문경시 가은읍 전곡길 13-10,36998,mountain,camping,family,16,1607,36.61172,128.0252,,
1781,숲속가든캠핑장,경상남도 사천시 사남면 계양리 383-6,경상남도 사천시 사남면 삼상로 820,52536,river,glamping,couple,17,1707,34.97781,128.1333,,
1782,흥부골자연휴양림,전라북도 남원시 인월면 인월리 산 53-2번지,전라북도 남원시 인월면 구인월길 125 (흥부골자연휴양림),55715,sea,easycamping,kids,9,904,35.44951,127.5896,,
1783,정선군생태체험학습장 야영장,강원도 정선군 정선읍 광하리 16번지,강원도 정선군 정선읍 동강로 2914,26133,lake,caravan,pet,4,410,37.36001,128.6258,,
1784,마운틴캠핑장,경기도 용인시 처인구 원삼면 죽능리 26-34,경기도 용인시 처인구 원삼면 후평로185번길 50,17170,mountain,camping,family,3,307,37.13513,127.3286,,
1785,힐포인트,경기도 용인시 수지구 고기동 346-1,경기도 용인시 수지구 동천로 541 (고기동),16800,river,glamping,couple,3,307,37.35135,127.0528,,
